word,polarity
abortou,0
abortáramos,0
abortáreis,0
abortásseis,0
abortássemos,0
abortávamos,0
abortáveis,0
abra,1
abrace,1
abracei,1
abraceis,1
abracem,1
abracemos,1
abraces,1
abrais,1
abram,1
abramos,1
abranda,0
abrandada,0
abrandadas,0
abrandado,0
abrandados,0
abrandai,0
abrandais,0
abrandam,0
abrandamos,0
abrandando,0
abrandar,0
abrandara,0
abrandaram,0
abrandaras,0
abrandardes,0
abrandarei,0
abrandareis,0
abrandarem,0
abrandaremos,0
abrandares,0
abrandaria,0
abrandariam,0
abrandarias,0
abrandarmos,0
abrandará,0
abrandarás,0
abrandarão,0
abrandaríamos,0
abrandaríeis,0
abrandas,0
abrandasse,0
abrandassem,0
abrandasses,0
abrandaste,0
abrandastes,0
abrandava,0
abrandavam,0
abrandavas,0
abrande,0
abrandei,0
abrandeis,0
abrandem,0
abrandemos,0
abrandes,0
abrando,0
abrandou,0
abrandáramos,0
abrandáreis,0
abrandásseis,0
abrandássemos,0
abrandávamos,0
abrandáveis,0
abrange,0
abrangei,0
abrangeis,0
abrangem,0
abrangemos,0
abrangendo,0
abranger,0
abrangera,0
abrangeram,0
abrangeras,0
abrangerdes,0
abrangerei,0
abrangereis,0
abrangerem,0
abrangeremos,0
abrangeres,0
abrangeria,0
abrangeriam,0
abrangerias,0
abrangermos,0
abrangerá,0
abrangerás,0
abrangerão,0
abrangeríamos,0
abrangeríeis,0
abranges,0
abrangesse,0
abrangessem,0
abrangesses,0
abrangeste,0
abrangestes,0
abrangeu,0
abrangi,0
abrangia,0
abrangiam,0
abrangias,0
abrangida,0
abrangidas,0
abrangido,0
abrangidos,0
abrangêramos,0
abrangêreis,0
abrangêsseis,0
abrangêssemos,0
abrangíamos,0
abrangíeis,0
abranja,0
abranjais,0
abranjam,0
abranjamos,0
abranjas,0
abranjo,0
abras,1
abrasa,0
abrasada,0
abrasadas,0
abrasado,0
abrasados,0
abrasai,0
abrasais,0
abrasam,0
abrasamos,0
abrasando,0
abrasar,0
abrasara,0
abrasaram,0
abrasaras,0
abrasardes,0
abrasarei,0
abrasareis,0
abrasarem,0
abrasaremos,0
abrasares,0
abrasaria,0
abrasariam,0
abrasarias,0
abrasarmos,0
abrasará,0
abrasarás,0
abrasarão,0
abrasaríamos,0
abrasaríeis,0
abrasas,0
abrasasse,0
abrasassem,0
abrasasses,0
abrasaste,0
abrasastes,0
abrasava,0
abrasavam,0
abrasavas,0
abrase,0
abrasei,0
abraseis,0
abrasem,0
abrasemos,0
abrases,0
abraso,0
abrasou,0
abrasáramos,0
abrasáreis,0
abrasásseis,0
abrasássemos,0
abrasávamos,0
abrasáveis,0
abraça,1
abraçada,1
abraçadas,1
abraçado,1
abraçados,1
abraçai,1
abraçais,1
abraçam,1
abraçamos,1
abraçando,1
abraçar,1
abraçara,1
abraçaram,1
abraçaras,1
abraçardes,1
abraçarei,1
abraçareis,1
abraçarem,1
abraçaremos,1
abraçares,1
abraçaria,1
abraçariam,1
abraçarias,1
abraçarmos,1
abraçará,1
abraçarás,1
abraçarão,1
abraçaríamos,1
abraçaríeis,1
abraças,1
abraçasse,1
abraçassem,1
abraçasses,1
abraçaste,1
abraçastes,1
abraçava,1
abraçavam,1
abraçavas,1
abraçaveis,0
abraçavel,0
abraço,1
abraços,1
abraçou,1
abraçáramos,1
abraçáreis,1
abraçásseis,1
abraçássemos,1
abraçávamos,1
abraçáveis,1
abre,1
abrem,1
abres,1
abri,1
abria,1
abriam,1
abrias,1
abrido,0
abridos,0
abriga,1
abrigada,1
abrigadas,1
abrigado,1
abrigados,1
abrigai,1
abrigais,1
abrigam,1
abrigamos,1
abrigando,1
abrigar,1
abrigara,1
abrigaram,1
abrigaras,1
abrigardes,1
abrigarei,1
abrigareis,1
abrigarem,1
abrigaremos,1
abrigares,1
abrigaria,1
abrigariam,1
abrigarias,1
abrigarmos,1
abrigará,1
abrigarás,1
abrigarão,1
abrigaríamos,1
abrigaríeis,1
abrigas,1
abrigasse,1
abrigassem,1
abrigasses,1
abrigaste,1
abrigastes,1
abrigava,1
abrigavam,1
abrigavas,1
abrigo,1
abrigos,0
abrigou,1
abrigue,1
abriguei,1
abrigueis,1
abriguem,1
abriguemos,1
abrigues,1
abrigáramos,1
abrigáreis,1
abrigásseis,1
abrigássemos,1
abrigávamos,1
abrigáveis,1
abril,0
abrimos,1
abrindo,1
abrir,1
abrira,1
abriram,1
abriras,1
abrirdes,1
abrirei,1
abrireis,1
abrirem,1
abriremos,1
abrires,1
abriria,1
abririam,1
abririas,1
abrirmos,1
abrirá,1
abrirás,1
abrirão,1
abriríamos,1
abriríeis,1
abris,1
abrisse,1
abrissem,1
abrisses,1
abriste,1
abristes,1
abriu,1
abro,1
abruptamente,0
abríamos,1
abríeis,1
abríramos,1
abríreis,1
abrísseis,1
abríssemos,1
absentista,0
absolta,1
absoltas,1
absolto,1
absoltos,1
absoluta,0
absolutamente,0
absolutas,0
absoluto,0
absolutos,0
absolva,1
absolvais,1
absolvam,1
absolvamos,1
absolvas,1
absolve,1
absolvei,1
absolveis,1
absolvem,1
absolvemos,1
absolvendo,1
absolver,1
absolvera,1
absolveram,1
absolveras,1
absolverdes,1
absolverei,1
absolvereis,1
absolverem,1
absolveremos,1
absolveres,1
absolveria,1
absolveriam,1
absolverias,1
absolvermos,1
absolverá,1
absolverás,1
absolverão,1
absolveríamos,1
absolveríeis,1
absolves,1
absolvesse,1
absolvessem,1
absolvesses,1
absolveste,1
absolvestes,1
absolveu,1
absolvi,1
absolvia,1
absolviam,1
absolvias,1
absolvida,1
absolvidas,1
absolvido,1
absolvidos,1
absolvição,1
absolvo,1
absolvêramos,1
absolvêreis,1
absolvêsseis,1
absolvêssemos,1
absolvíamos,1
absolvíeis,1
absorta,0
absortas,0
absorto,0
absortos,0
absorva,0
absorvais,0
absorvam,0
absorvamos,0
absorvas,0
absorve,0
absorvei,0
absorveis,0
absorvem,0
absorvemos,0
absorvendo,0
absorver,0
absorvera,0
absorveram,0
absorveras,0
absorverdes,0
absorverei,0
absorvereis,0
absorverem,0
absorveremos,0
absorveres,0
absorveria,0
absorveriam,0
absorverias,0
absorvermos,0
absorverá,0
absorverás,0
absorverão,0
absorveríamos,0
absorveríeis,0
absorves,0
absorvesse,0
absorvessem,0
absorvesses,0
absorveste,0
absorvestes,0
absorveu,0
absorvi,0
absorvia,0
absorviam,0
absorvias,0
absorvida,0
absorvidas,0
absorvido,0
absorvidos,0
absorvo,0
absorvêramos,0
absorvêreis,0
absorvêsseis,0
absorvêssemos,0
absorvíamos,0
absorvíeis,0
abstendo-se,0
abstenção,0
abster-se,0
abstid,0
abstinência,0
abstrata,0
abstratas,0
abstrato,0
abstratos,0
abstém-se,0
absurda,-1
absurdas,-1
absurdo,-1
abundante,0
abundância,1
abundâncias,0
abusa,-1
abusad,0
abusada,-1
abusadas,-1
abusado,-1
abusados,-1
abusai,-1
abusais,-1
abusam,-1
abusamos,-1
abusando,-1
abusar,-1
abusara,-1
abusaram,-1
abusaras,-1
abusardes,-1
abusarei,-1
abusareis,-1
abusarem,-1
abusaremos,-1
abusares,-1
abusaria,-1
abusariam,-1
abusarias,-1
abusarmos,-1
abusará,-1
abusarás,-1
abusarão,-1
abusaríamos,-1
abusaríeis,-1
abusas,-1
abusasse,-1
abusassem,-1
abusasses,-1
abusaste,-1
abusastes,-1
abusava,-1
abusavam,-1
abusavas,-1
abuse,-1
abusei,-1
abuseis,-1
abusem,-1
abusemos,-1
abuses,-1
abusica,0
abusivamente,0
abusivas,0
abusivo,0
abusivos,0
abuso,-1
abusos,-1
abusou,-1
abusáramos,-1
abusáreis,-1
abusásseis,-1
abusássemos,-1
abusávamos,-1
abusáveis,-1
acaba,0
acabada,0
acabadas,0
acabado,0
acabado-se,-1
acabados,0
acabai,0
acabais,0
acabam,0
acabamento,0
acabamos,0
acabando,0
acabando-se,-1
acabar,0
acabara,0
acabaram,0
acabaras,0
acabardes,0
acabarei,0
acabareis,0
acabarem,0
acabaremos,0
acabares,0
acabaria,0
acabariam,0
acabarias,0
acabarmos,0
acabará,0
acabarás,0
acabarão,0
acabaríamos,0
acabaríeis,0
acabas,0
acabasse,0
acabassem,0
acabasses,0
acabaste,0
acabastes,0
acabava,0
acabavam,0
acabavas,0
acabe,0
acabei,0
acabeis,0
acabem,0
acabemos,0
acabes,0
acabo,0
acabou,0
acabrunha,0
acabrunhada,0
acabrunhadas,0
acabrunhado,0
acabrunhados,0
acabrunhai,0
acabrunhais,0
acabrunham,0
acabrunhamos,0
acabrunhando,0
acabrunhar,0
acabrunhara,0
acabrunharam,0
acabrunharas,0
acabrunhardes,0
acabrunharei,0
acabrunhareis,0
acabrunharem,0
acabrunharemos,0
acabrunhares,0
acabrunharia,0
acabrunhariam,0
acabrunharias,0
acabrunharmos,0
acabrunhará,0
acabrunharás,0
acabrunharão,0
acabrunharíamos,0
acabrunharíeis,0
acabrunhas,0
acabrunhasse,0
acabrunhassem,0
acabrunhasses,0
acabrunhaste,0
acabrunhastes,0
acabrunhava,0
acabrunhavam,0
acabrunhavas,0
acabrunhe,0
acabrunhei,0
acabrunheis,0
acabrunhem,0
acabrunhemos,0
acabrunhes,0
acabrunho,0
acabrunhou,0
acabrunháramos,0
acabrunháreis,0
acabrunhásseis,0
acabrunhássemos,0
acabrunhávamos,0
acabrunháveis,0
acabáramos,0
acabáreis,0
acabásseis,0
acabássemos,0
acabávamos,0
acabáveis,0
acadados,0
academia,0
academias,0
academismo,0
acadêmico,0
acalma,1
acalmada,1
acalmadas,1
acalmado,1
acalmado-se,1
acalmados,1
acalmai,1
acalmais,1
acalmam,1
acalmamos,1
acalmando,1
acalmando-se,1
acalmar,1
acalmara,1
acalmaram,1
acalmaras,1
acalmardes,1
acalmarei,1
acalmareis,1
acalmarem,1
acalmaremos,1
acalmares,1
acalmaria,1
acalmariam,1
acalmarias,1
acalmarmos,1
acalmará,1
acalmarás,1
acalmarão,1
acalmaríamos,1
acalmaríeis,1
acalmas,1
acalmasse,1
acalmassem,1
acalmasses,1
acalmaste,1
acalmastes,1
acalmava,1
acalmavam,1
acalmavas,1
acalme,1
acalmei,1
acalmeis,1
acalmem,1
acalmemos,1
acalmes,1
acalmo,1
acalmou,1
acalmáramos,1
acalmáreis,1
acalmásseis,1
acalmássemos,1
acalmávamos,1
acalmáveis,1
acama,0
acamada,0
acamadas,0
acamado,0
acamados,0
acamai,0
acamais,0
acamam,0
acamamos,0
acamando,0
acamar,0
acamara,0
acamaram,0
acamaras,0
acamardes,0
acamarei,0
acamareis,0
acamarem,0
acamaremos,0
acamares,0
acamaria,0
acamariam,0
acamarias,0
acamarmos,0
acamará,0
acamarás,0
acamarão,0
acamaríamos,0
acamaríeis,0
acamas,0
acamasse,0
acamassem,0
acamasses,0
acamaste,0
acamastes,0
acamava,0
acamavam,0
acamavas,0
acame,0
acamei,0
acameis,0
acamem,0
acamemos,0
acames,0
acamo,0
acamou,0
acampamento,0
acampando,0
acampar,0
acamáramos,0
acamáreis,0
acamásseis,0
acamássemos,0
acamávamos,0
acamáveis,0
acanha,-1
acanhada,-1
acanhadas,-1
acanhado,-1
acanhados,-1
acanhai,-1
acanhais,-1
acanham,-1
acanhamento,-1
acanhamentos,0
acanhamos,-1
acanhando,-1
acanhar,-1
acanhara,-1
acanharam,-1
acanharas,-1
acanhardes,-1
acanharei,-1
acanhareis,-1
acanharem,-1
acanharemos,-1
acanhares,-1
acanharia,-1
acanhariam,-1
acanharias,-1
acanharmos,-1
acanhará,-1
acanharás,-1
acanharão,-1
acanharíamos,-1
acanharíeis,-1
acanhas,-1
acanhasse,-1
acanhassem,-1
acanhasses,-1
acanhaste,-1
acanhastes,-1
acanhava,-1
acanhavam,-1
acanhavas,-1
acanhe,-1
acanhei,-1
acanheis,-1
acanhem,-1
acanhemos,-1
acanhes,-1
acanho,-1
acanhou,-1
acanháramos,-1
acanháreis,-1
acanhásseis,-1
acanhássemos,-1
acanhávamos,-1
acanháveis,-1
acantocisto,0
acaricia,1
acariciada,1
acariciadas,1
acariciado,1
acariciados,1
acariciai,1
acariciais,1
acariciam,1
acariciamos,1
acariciando,1
acariciar,1
acariciara,1
acariciaram,1
acariciaras,1
acariciardes,1
acariciarei,1
acariciareis,1
acariciarem,1
acariciaremos,1
acariciares,1
acariciaria,1
acariciariam,1
acariciarias,1
acariciarmos,1
acariciará,1
acariciarás,1
acariciarão,1
acariciaríamos,1
acariciaríeis,1
acaricias,1
acariciasse,1
acariciassem,1
acariciasses,1
acariciaste,1
acariciastes,1
acariciava,1
acariciavam,1
acariciavas,1
acaricie,1
acariciei,1
acaricieis,1
acariciem,1
acariciemos,1
acaricies,1
acaricio,1
acariciou,1
acariciáramos,1
acariciáreis,1
acariciásseis,1
acariciássemos,1
acariciávamos,1
acariciáveis,1
acaricía,0
acarinha,0
acarinhada,0
acarinhadas,0
acarinhado,0
acarinhados,0
acarinhai,0
acarinhais,0
acarinham,0
acarinhamos,0
acarinhando,0
acarinhar,0
acarinhara,0
acarinharam,0
acarinharas,0
acarinhardes,0
acarinharei,0
acarinhareis,0
acarinharem,0
acarinharemos,0
acarinhares,0
acarinharia,0
acarinhariam,0
acarinharias,0
acarinharmos,0
acarinhará,0
acarinharás,0
acarinharão,0
acarinharíamos,0
acarinharíeis,0
acarinhas,0
acarinhasse,0
acarinhassem,0
acarinhasses,0
acarinhaste,0
acarinhastes,0
acarinhava,0
acarinhavam,0
acarinhavas,0
acarinhe,0
acarinhei,0
acarinheis,0
acarinhem,0
acarinhemos,0
acarinhes,0
acarinho,0
acarinhou,0
acarinháramos,0
acarinháreis,0
acarinhásseis,0
acarinhássemos,0
acarinhávamos,0
acarinháveis,0
acarreta,0
acarretada,0
acarretadas,0
acarretado,0
acarretados,0
acarretai,0
acarretais,0
acarretam,0
acarretamos,0
acarretando,0
acarretar,0
acarretara,0
acarretaram,0
acarretaras,0
acarretardes,0
acarretarei,0
acarretareis,0
acarretarem,0
acarretaremos,0
acarretares,0
acarretaria,0
acarretariam,0
acarretarias,0
acarretarmos,0
acarretará,0
acarretarás,0
acarretarão,0
acarretaríamos,0
acarretaríeis,0
acarretas,0
acarretasse,0
acarretassem,0
acarretasses,0
acarretaste,0
acarretastes,0
acarretava,0
acarretavam,0
acarretavas,0
acarrete,0
acarretei,0
acarreteis,0
acarretem,0
acarretemos,0
acarretes,0
acarreto,0
acarretou,0
acarretáramos,0
acarretáreis,0
acarretásseis,0
acarretássemos,0
acarretávamos,0
acarretáveis,0
acasala,0
acasalada,0
acasaladas,0
acasalado,0
acasalados,0
acasalai,0
acasalais,0
acasalam,0
acasalamos,0
acasalando,0
acasalar,0
acasalara,0
acasalaram,0
acasalaras,0
acasalardes,0
acasalarei,0
acasalareis,0
acasalarem,0
acasalaremos,0
acasalares,0
acasalaria,0
acasalariam,0
acasalarias,0
acasalarmos,0
acasalará,0
acasalarás,0
acasalarão,0
acasalaríamos,0
acasalaríeis,0
acasalas,0
acasalasse,0
acasalassem,0
acasalasses,0
acasalaste,0
acasalastes,0
acasalava,0
acasalavam,0
acasalavas,0
acasale,0
acasalei,0
acasaleis,0
acasalem,0
acasalemos,0
acasales,0
acasalo,0
acasalou,0
acasaláramos,0
acasaláreis,0
acasalásseis,0
acasalássemos,0
acasalávamos,0
acasaláveis,0
acaso,1
acasos,0
acata,0
acatada,0
acatadas,0
acatado,0
acatados,0
acatai,0
acatais,0
acatam,0
acatamento,1
acatamos,0
acatando,0
acatar,0
acatara,0
acataram,0
acataras,0
acatardes,0
acatarei,0
acatareis,0
acatarem,0
acataremos,0
acatares,0
acataria,0
acatariam,0
acatarias,0
acatarmos,0
acatará,0
acatarás,0
acatarão,0
acataríamos,0
acataríeis,0
acatas,0
acatasse,0
acatassem,0
acatasses,0
acataste,0
acatastes,0
acatava,0
acatavam,0
acatavas,0
acate,0
acatei,0
acateis,0
acatem,0
acatemos,0
acates,0
acato,0
acatou,0
acatáramos,0
acatáreis,0
acatásseis,0
acatássemos,0
acatávamos,0
acatáveis,0
acautela,0
acautelada,0
acauteladas,0
acautelado,0
acautelados,0
acautelai,0
acautelais,0
acautelam,0
acautelamos,0
acautelando,0
acautelar,0
acautelara,0
acautelaram,0
acautelaras,0
acautelardes,0
acautelarei,0
acautelareis,0
acautelarem,0
acautelaremos,0
acautelares,0
acautelaria,0
acautelariam,0
acautelarias,0
acautelarmos,0
acautelará,0
acautelarás,0
acautelarão,0
acautelaríamos,0
