id,tweet,polarity
1578646706656529920,@user E ninguém viu o encontro de @user porque a campanha do Bolsonaro orquestrou esse circo e todo Mundo caiu de novo!!,-1.0
1581416764671344896,"@user O problema de politico como Bolsonaro eh que em 45 anos de carreira tem rastro, veneno e inimigo em todo lugar que passou. E nao sendo inteligente, simpatico nem articulado, ja era. Sinceramente, se fosse homem MESMO, colocava Michele como candidata e talvez ganhasse",-1.0
1579278625505181952,@user @user A educação brasileira foi muito ruim no governo do PT.,-1.0
1586173912454684928,"LULA INOCENTE
BOLSONARO CRIMINOSO
BOLSONARO MENTIU

NÃO QUERO FICAR PERTO DE VOCÊ https://t.co/nptzIJmrvo",-1.0
1581879354774388992,"@user E o Bozo cuspindo na câmera , eca 🤮",-1.0
1577384421048688896,@user Você deveria ter vergonha de comparar o Bozo a Jesus.,0.0
1576719773055926016,"@user @user Pra ser a favor da democracia, tem que ser contra a ditadura o meu caro amigo, É ALGO BÁSICO
Logo repito oq ela disse, VERGONHA DE SP",-1.0
1580289436171981056,"@user BOLSONARO CORRUPTO 
JANONES EU AUTORIZO 
BOLSOLÃO - não orçamento secreto.
BOLSOLÃO DO ASFALTO
BOLSONARO É COLLOR
Nikolas chupetinha
Alemão 
 @user @user 

️⃣3️⃣",-1.0
1585965225400229888,"@user @user @user @user @user As perguntas te incomodaram, eleitor do miliciano genocida?
Claro, né?😊",0.0
1584953072983630080,"@user @user @user @user @user ""É o presidente porra.""
Então aquela foto com o Roberto Jefferson é por isso.
Ele é o presidente porra",-1.0
1584245059876057088,"Tem gente aí q n vota em Bolsonaro por ele ser grosso e soltar falas erradas, mas vai lá e vota em Lula q roubou e quase quebrou o pais (tudo comprovado pela mídia). *Hipocrisia é o nome disso*",-1.0
1578102270914445056,"@user Fonte: tirei do c#

Eu sou Cirista e o inferno vai congelar antes de eu votar em Bozo. 🤮🤮",-1.0
1580737520769576960,"@user tenho ctz que esses ai que apoiam o mito são analfabetos... 
...políticos.",0.0
1585043142214311936,@user Continha rápida sobra as perdas segundo o valor acumulado do IPCA. 25% de prejuízo. Quando que vamos repor essa perda no nosso salário/poder de compra? Com certeza com o Bozo o furo só vai aumentar. https://t.co/RPGA9M1jos,-1.0
1585361728736755968,"@user Sujeito com quatro anos pra governar, máquina na mão, jogando dinheiro de helicóptero e mesmo assim não tá na frente.
Imagina o estado mental do bozo com essas.",-1.0
1576641376493522944,"que merda esse homem touro e o outro lá parece o capitão caverna com espinhos, uma bosta https://t.co/xCW4vT6tyk",-1.0
1577796526935396096,"Please help support Bolsonaro Capitão do Povo 22, add a now! https://t.co/ulGnfF90t1",0.0
1577615691502572032,"Bolsonaro vai na igreja evangélica, na católica, na maçonaria

Ele veste camisa do Flamengo, Vasco, Santos, Palmeiras

Ele abraça Israel, Rússia e China

Sabe por quê? Porque Bolsonaro não é fiel a NADA!",-1.0
1581854522347237120,"@user @user gnt essa semana eu encontrei duas mulheres na rua, uma era apoiadora do lula e a outra do bozo...mais a mulher que apoiava o lula jogava mt hate na Anitta e a outra que era fã do bozo dizendo Amar a Rainha Anitta..fiquei zonzaaaa a a. AA a a https://t.co/qtgC4Z6TGm",0.0
1582670097050897920,"""Eleitor de Bolsonaro é igual a corno"". https://t.co/QxBweUxmtU",-1.0
1581676070302256896,Explicar pra nós: por que a Bolsonarista aí em baixo está dando tanta explicação de uma coisa que foi o próprio Bolsonaro quem disse? Afinal de conta Bolsonaro é Canibal ou Pedófilo? https://t.co/Gjwa55X2CA,0.0
1585952888488349952,@user @user @user @user @user Até @user se rendeu ao Bozo. “Acabou com a Mamata”🤣🤣🤣🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/5hYu2RTpej,0.0
1582748118139141888,"@user IMPORTANTE!

Bolsonaro tem que fazer valer todas as  jurisprudências do TSE em decisões favoráveis ao Lula para barrar as fake news e narrativas falaciosas contra o capitão na tv e no rádio.

O mesmo entendimento do tribunal deve valer pra todos. O TSE está blindando o Lula.",0.0
1582771341085638912,"Estava aqui pensando se seria possível criar fake news contra o Bozo, só para equilibrar as armas no jogo eleitoral. Mas nada seria muito pior do que as verdades contra ele. Impossível criar fake news que supere as merdas que ele faz. São profissionais em fazer e dizer asneiras.",-1.0
1586247210110681088,@user COMO VCS JOGAM BAIXO! Lula não falou nada disso! Disse q BOZO soh NÃO TEM taxa de desemprego MAIOR pq qualifica diferente! Acrescentou MEI pra enganar vcs com números! Afff q burros! Quem eh bozo gosta se ser enganado ou de enganar! É isso,-1.0
1576720968688446976,"@user Independente. Vocês falam de democracia mas não se pode votar em quem querem e sim em quem vocês mandam (Lula ou Bolsonaro), são 12 candidatos!!! Se pesquisar direitinho vai ver que existe melhores que os dois dito cujos, só que o brasileirão é muito burro pra ver isso.",-1.0
1578860241625944064,"@user Exato !!!! resolveram re eleger o Bozo, começando este fim de semana !!! tão mandando ver, ofendendo paulistas e paulistanos, chamando todo mundo de fascista, ofendendo eleitores do Ciro, etc. Gigantes !!!!",-1.0
1582689511519432960,@user @user @user bolsonarista acuado sempre abaixa o nível né? bolsonaro é tão bandido quanto lula. vc tem visto o que tá acontecendo nas contas publicas? o orçamento secreto que apesar dele mentir a pauta prova que foi ele quem liberou? os processos de rachadinha e a interferencia na PF pro +,-1.0
1585379107466252032,e pelo amor de Deus… Bolsonaro sempre foi a favor do aborto quis abortar até o próprio filho … vá chupar uma rola,-1.0
1576268422572539904,@user Muita confiança eim Ciro ! Lembra que o Bolsonaro tem os votos mais as urnas está na mãos do Alexandre !,-1.0
