id,text,polarity
1576717036150849536,"U U BALANÇOU E O LULA TÁ NA FRENTE NÃO ADIANTA BOLSONARO , VAI PERDER PRO CONCORRENTE...",0.0
1581824156252839936,"O juíz que mandou prender o Lula é o assessor do Bolsonaro no debate.

Em qualquer país do mundo esse escárnio seria um escândalo sem precedentes, no Brasil parece normal.

Nos acostumamos com o bizarro! https://t.co/6K2PktU5MT",-1.0
1576709314945101828,"O Lula vai passar o Bozo com 66,6 % eu vou rir.",1.0
1577806523824308224,"Zezé Motta, expôs ataques sofridos por ela, após divulgar apoio ao Lula. ""Esse indivíduo aqui,resolveu me fazer essa proposta: 
Nas mensagens, o homem com uma foto de Bolsonaro no perfil dizia que a sinhá moça chamava Zezé e pedia o currículo dela para o trabalho de diarista. https://t.co/2G16iZF9Rb",0.0
1586162797523648512,"Lula descendo o sarrafo no Bozo, e ele se cagando de medo, até colocou o Bonner no meio.",0.0
1577621714397274116,"JAIR MAÇONARO NÃO!
LULA 1️⃣3️⃣🇧🇷🚩🚩👏🏼🙌🏽🙌🏽 
@user https://t.co/O5tOIwhAME",-1.0
1586176047132852225,"BOLSONARO MENTIU 
BOLSONARO MENTIU 
BOLSONARO MENTIU 

LULA INOCENTE LULA INOCENTE 
LULA INOCENTE LULA INOCENTE",0.0
1586172633145556992,"@user Quando o Zé Dirceu,um dos Chefe d Organização Fascista PTISTA,Disse Nós Vamos Tomar o Poder a Força,q é diferente de Ganhar Eleições,e o Barroso disse,Eleições não se Ganha se Toma,veja,Tudo caminha nesse Sentido,a Campanha d Lula Ladrão é Baseado,em Difamação,Mentiras e FakeNews",-1.0
1586417429693235200,"@user @user @user Eh muito simples, eh só comparar como era antes do governo do Pt e ver q era muito pior , lula trouxe até uma fábrica de veículos pra Pernambuco .",0.0
1577120574211383296,Está tentando converter votos pro Bolsonaro Nassif? O Ciro traiu a democracia por não ter aberto mão de seu direito democrático de concorrer a eleições? Porque ele não tem culpa do Lula não ter conseguido votos entre as mais de 30 milhões de abstenções https://t.co/RvovQnDKXN,0.0
1586171666505179137,"@user A tática do Nine é pedir 5/6 direitos de resposta, o Bolsonaro quase não pede...daí a Grobossss atende o Nine.",-1.0
1579473713267118080,@user O povo quer o Brasil longe de ex presidiário condenado https://t.co/10yvn4Kwik,-1.0
1583221167795556352,@user Se você disser que não houve compra de votos no mensalão e caixa 2 no petrólão no governo Lula é mentira. Aí meu amigo pega seu canal e apaga! Sem credibilidade nenhuma.,-1.0
1584674930511446018,"O CANHOTEIRO, @user NÃO CANSA DE DEFENDER O INDEFENSÁVEL ... PRECISAM DE MAIS PROVAS DE QUE A @user É UMA EMISSORA DEMOCRÁTICA? 

UMA VERGONHA, O QUE ESTÃO FAZENDO COM A JOVEM PAN. 
 https://t.co/NqWMo06AWv",-1.0
1583482262066065408,@user @user Não não. Vcs estão equivocados. A bandeira de vcs e vermelha. E essa nunca será a bandeira do Brasil.,-1.0
1576992911320707073,"Amando o povo usando a seguinte frase para falar mal do lula “como nos vamos ensinar para nossas crianças que o crime não compensa?” Meu querido, você tem uma pistola não legalizada dentro da sua casa, e tá querendo falar isso? Provei-me que o lula e um ladrão?",-1.0
1576976525135446023,"@user Como eu disse, sendo mérito dele ou não, foi o que aconteceu e a maioria dos eleitores do nordeste que viveram aquilo, n tem tempo para estudar sobre o assunto. Só viveram o que viveram, então acho uma falta de respeito chamar este tipo de cidadão de burro",0.0
1577536426962567170,"@user Tá sendo ingrata pois faltou colocar que o Marcola,Fórum de São Paulo e os grande influencer Satanistas e o Ditador ORTEGA tbm votam Lula.👺👹",-1.0
1582526980461072384,@user Quem tá tomando liberdade de expressão? Lula? Para de falar merda projeto de neonazista! Lula 13 ❤️,-1.0
1583130535882129413,"Eles mesmo jogam contra o Lula, puta que pariu, olha essa MERDA https://t.co/nb7RoWHImG",-1.0
1577496292774879232,"@user @user @user Não vão não, está disputa está super acirrada, não da pra falar que já esta ganha, mas sim, o Lula é favorito, o mais provável é ele ganhar com uns 53%",0.0
1581467367103954944,"@user vai a merda seu babaca, canalha de uma figa. Você nunca fez nada por crianças, adolescentes e nenhuma outra causa, vc será mais uma peppa pig, proximas eleições você nem voto terá, seu filho da puta ! Você é sujo e o brasil todo sabe seu merda. https://t.co/QaJYAiEFix",-1.0
1576710549945176064,meu deus lulindo 😭😭😭😭😭😭😭😭😭😭😭😭😭🥰🥰🥰🥰🥰🥰🥰,1.0
1579223047583637504,"@user @user ESTOU COM LULA
BOLSONARISMO É O FASCISMO
BOLSONARO É FASCISTA
BOLSONARO CORRUPTO
JANONES EU AUTORIZO
https://t.co/1fAZcvYmDh",0.0
1585357725357445120,Desonesto babaca. A eleição Bilsonaro ja virou. E agora a população mais simples vai ver onjogo sujo desse PT maldito. Voteinem Lula 3 vezes e agora nunca mais. https://t.co/4ijtti7FhW,-1.0
1576382360190607360,@user Faz o L ♥️ cria do bozo 🤣,-1.0
1579208922942275584,@user Ele não cantar a música “Vai dar Pt” nos shows,0.0
1577308179549065216,"Escolhe qualquer cidade da serra aleatoriamente e vai dar uma volta. Ou melhor, faz um tour. 
Agora vai no NE e escolhe a dedo uma cidade em que o Lula ganhou. Passeie na cidade. 
Diga-me em qual delas prefere morar. https://t.co/C9yBQNHmGj",0.0
1581788470917271552,Meu pano tá passado caso a Lula meta a mão no meio da cara desse infeliz. É muita falta de respeito puta que pariu.,-1.0
1576756105166086144,"@user Vou votar no Bolsonaro e no Tarcísio no segundo turno, mas não vou perder meu tempo indo para a rua. E ainda acredito que a manipulação vai eleger o cachaceiro e o haddad. Infelizmente.",-1.0
1576424822439313408,"ONDA VERDE NO MARANHÃO.

Milhares de pessoas foram às ruas em São Luís demonstrar que escolheram o atual presidente, Jair Bolsonaro.

A onda verde e amarela se espalhou por todo o Nordeste 🇧🇷.
Parabéns, maranhenses!! https://t.co/3XdnoAuLSe",1.0
1583565142377123840,"O que está tirando o PT do Governo
não são as notícias falsas. São as
verdadeiras.",0.0
1576027791140614146,"@user @user Acho q vai pro segundo turno, com Lulinha na frente. Tipo uns 45%.",0.0
1577485960794632192,"@user @user @user bolsonaro não eh capitão, ele foi expulso do exército🤦🏼‍♀️ e vai ser Lula 1️⃣3️⃣.",0.0
1579425903452774401,"@user Vc sabe que é mentira, né?
Talvez queira ser engraçadinho ou lacrar com alguma citação rasa sem base fática. Mas quem pensa assim somos nós, brasileiros. Sabemos o perigo que se apresenta. A coligação do Lula é uma candidatura séria e tem programa pra governar de verdade.",0.0
1585726362140430336,"LULA MENTE QUANDO DIZ QUE VAI LEVAR COMIDA AOS POBRES!

EM 16 ANOS ELES ROUBARAM TUDO QUE PUDERAM, INCLUSIVE A COMIDA DOS POBRES!

AGORA QUEREM VOLTAR A CENA DO CRIME!
VAI DEIXAR?",0.0
1583966622125264896,"@user STF abriu as pernas para os milicos de pijamas E TIRARAM Lula das eleições de 2018 junto com milicos
TSE sabia de cx 2 de empresários corruptos e disparos em massa de fake news bem antes das eleições de 2018 . o cara faz campanha desde 2019 e TSE nada ! alimentaram o golpe",-1.0
1576397317321605123,"@user Acabou PORRA, game over, chega de terrorismo ideológico de direita. O Brasil ficou PARALELO demais… A verdade vencerá o medo amanhã!!! Tenho fé que Nossa Senhora Aparecida, padroeira do Brasil, santa negra, que carrega o verde e amarelo do povo, estará abençoando cada voto 🙏🏻",1.0
1583408253232615426,"@user @user CRIA VERGONHA NA CARA ANDRÉ JANONES SEMPRE ADIMIREI SEU TRABALHO, MAS AGORA VC ESTA DAZENDO VERGONHA, INFELIZMENTE.. VC É AFAVOR DITADURA É OQUE PARECE , DEFENDENDO UM LARÁPIO LULA LADRÃO ...",-1.0
1579160760017485824,"Será que as pessoas que tão indo no Lula por modinha ou porque Bolsonaro é sincerão e fala umas besteiras, sabem o que é FORO DE SÃO PAULO?!🤔
@user @user @user @user @user @user",0.0
1584621655879319552,@user @user @user @user E outra cadê a democracia o Lula e o PT pedindo pro stf censura seus opositores isso é atitude de ditador igual de maduro e Ortega sem dizer que Lula financiava as ditaduras da esquerda com nosso dinheiro se você não acredita pesquise,-1.0
1580684224088010752,"@user @user Há vários indícios de proximidade da família Bolsonaro com as milícias do RJ que disputa território com o trafico, Agora os bolsonaristas fazem um ataque coordenado associando Lula ao CV. Será que o alvo do ataque é mesmo o Lula? Ligue os pontos",-1.0
1583621779230429185,"@user Esse é o resultado do hipócrita ""canto da sereia"" socialista.
Faz o L, faz, otários!
🤡🤡🤡🤡🤡",-1.0
1585114291245838336,"@user @user 
copia e cola

Divulgue o programa do Lula 
https://t.co/ggsU3xoVix

Deixa o @user distraindo 
o gado por aqui",-1.0
1581807750782210048,"É o sujo falando do mal lavado
Bolsonaro X Lula",-1.0
1578021418779803649,"🎶 NÓS SOMOS DOIS AMANTES A MODA ANTIGA, DO TIPO QUE FAZ MERDA E FALA DE FLORES 🎶
🎶 APESAR DO NOSSO JEITO DE VELHACO DESCARADO, QUEREMOS O BRASIL PARA SER ROUBADO 🎶 https://t.co/Hsf0Da09qs",0.0
1585837967125655552,"VOTAR NO LULA LADRAO, EXPRESIDIARIO, DESCONDENADO E CONDENAR A MORTE PESSOAS INOCENTES !! https://t.co/OzvK5KCNuf",-1.0
1586464319465725954,"Pesquisa IPEC (29/10/2022)

VOTOS VÁLIDOS
Lula 54% 
Bolsonaro 46%

É 13 CONFIRMA
VAI DAR PT
️⃣3️⃣",0.0
1586158886528069632,"Ta com medo de se entregar né, lula ladrao safado!
LULA É LADRÃO
LULA NÃO FOI INOCENTADO https://t.co/2LZRnuaAHf",-1.0
1579570981185916928,"Segundo o JBS eles pagaram 1 bilhão em propina para políticos. Meirelles, que apoia Lula, era o presidente do Conselho. 
Cúmplice ou Incompentente?
Arminio e Malan são os capatazes do Soros e globalistas.
Todos contra o Jair.
Não é uma eleição, mas o destino do país e do seu povo",0.0
1585732001667190785,"@user Quanta confusão na política nacional!!!
Bastaria um Presidente ultra corrupto para nada disso estar acontecendo!!

Lula é o retrocesso!!🤡
Para os mais jovens, lula é cringe!!!",-1.0
1577269679122284546,"@user As pesquisas acertaram as posições relativas (Lula 1, Bozo 2 etc) e chegaram bem perto dos votos do Lula, Tebet e Ciro. Erraram feio no tamanho do rebanho bolsonarista. Mensurar opinião de gado deve ser mais difícil mesmo.",-1.0
1577661532158267394,@user Muito comovente! Mas é isso que ocorre. Por isso q não acredito que o Nordeste elegeu Lula no 1º turno! Ninguém quer o Lula Presidente. Nem na cidade q ele nasceu o querem eleito. O povo nordestino apoia o Bolsonaro! Não assistiram ao vídeo do dia q Bolsonaro passou em Garanhuns?,0.0
1578062557973291024,@user @user Ainda bem que saiu da falsa direita (jogo das tesouras). Muita gente entrou de gaiato naquele navio. 🚢🙈,0.0
1584910175831560197,"@user @user Mas é isso mesmo, a democracia é falha por que as pessoas são estúpidas. O que q um povo que coloca Lula e Bolsonaro no segundo turno merece? Se todo mundo não votasse nesses dois, não tinha nem Lula nem Bolsonaro no segundo turno",-1.0
1583645884923138048,"@user @user FATOS. E a “FAMIGLIA” do Lula seguindo os mesmo passos … Escritório do filho do Lula fica no mesmo endereço do ex contador de Lula (2013-2016), acusado pela Polícia Federal de lavar dinheiro para o PCC. Bem bonzinho …. https://t.co/YbQ14dubIy",-1.0
1586177291289526272,Hahahaha o Bolsonaro empurrando o Bob Jeff pro Lula é muito muito sem noção!,-1.0
1585319842655391745,"@user Vamos lá, caso alguém ainda esteja em dúvida:

- DESEMPREGO
Lula: 9,60% X Bolsonaro: 8,90% 

- INFLAÇÃO 
Lula: 10,67% X Bolsonaro: 4,4% 

- HOMICÍDIOS 
Lula: 59.080/ano X Bolsonaro: 47.503/ano 

Não caiam nas mentiras da esquerda, o governo Bolsonaro melhorou e muito o Brasil!",0.0
1586177747067764736,"Uma coisa eu tenho que admitir que o Lula é bom, o cara tem o dom da mentira e da cara de pau maluco KKKKKK mente uma barbaridade em rede nacional mané.",-1.0
1582767628640059398,"Sergipanos sabem que nos governos petistas Sergipe se destacou na criação de vagas de trabalho. Hoje, vivenciam uma escalada de pobreza e fome. Por isso Rogério lidera as pesquisas com 46% das intenções de voto. Por Sergipe e pelo Brasil VOTE LULA PRESIDENTE e ROGÉRIO GOVERNADOR! https://t.co/fY3LveOfbQ",0.0
1581312618366926848,@user @user Que mundo vc viu esses 20 anos da direita ? Lembra dos governos que saquearam tudo com quem eles andavam ? O Lula o Cabral lembra ☠️💩🧟‍♀️,0.0
1577838696224632834,"@user Que seus filhos possam ter um futuro brilhante comandado pelo pai do PCC . 
Assassino ao apoiar o aborto 
Legaliza as drogas que aos 13 anos seu filho pode comprar na vendinha da esquina . Parabéns você merece o prêmio do ano E não esquece de pegar o auxílio Brasil",-1.0
1585948194714054656,"@user Jovem Klan sede do partido fascista no Brasil , Zoe Martinez , Paulo Figueiredo , Constantino entre outros lixos , cuidado o Tutinha já deve ter preparado um passaralho em caso de vitória do Lula.",-1.0
1580903612636545024,@user @user @user Olha só o jumentinho que acredita que papai lula vai dar picanha e cervejinha. Kkkkkkkk,-1.0
1586417297388097536,"⚠️ MEI não é desempregado, é trabalhador. Não entra na estatística de desemprego.

Porém, MEI não pode entrar na estatística de emprego gerado, porque essa estatística é pra emprego gerado com carteira assinada. Mas, o governo conta MEI nesta estatística, o que Lula denunciou! https://t.co/vLdqE2ptpM",0.0
1577077789802496001,@user @user @user Ele confirmou q foi a mando do nine,-1.0
1586166211737419777,"""vc é favorável que o povo passe fome"" vemos a comparação do mapa da fome quando era o lula e agora do povo correndo pro caminhão de lixo em busca de comida (para de ser burro bolsonaro paro naoo",-1.0
1577470594316402689,"@user DANONES, 

VEJA MORAES, ALCKMIN E A FILHA DO LULA FAZENDO ""PACTO COM A MAÇONARIA"" PARA ""VENCER A ELEIÇÃO"".

ABSURDO NÉ?
https://t.co/rUAjw4Kh93",-1.0
1576963566241882112,eu acabo de ver na vida real uma pessoa que acredita que o lula é comunista acheo que só existia na internet,0.0
1581008198429208576,"@user O ignorante é aquele que não tem acesso a informação e por isso fala sem saber. O sabe mais propraga assim mesmo é cúmplice, bandido ou militante. Acho que vc fecha com as 3 últimas opções. https://t.co/hk2Xgmx16Z",-1.0
1577040725686222848,"@user Quero ver todos esses prefeitos que ajudaram eleger Lula, indo pedir emendas aos deputados bolsonaristas.
Sim pq PT terá sua menor bancada.
Hora de rever de que lado vai ficar.",0.0
1580727381933035520,"@user A fala é do lula 
Pobre é ignorante
Tá gravado",-1.0
1577100765134344193,"Um eleitor do Lula apontando dedo pra um eleitor do Bolsonaro é o mesmo que alguém coberto de merda chamando alguém que não lava as mãos de ""porco"". '",-1.0
1576229838590861313,@user @user Vdd pra esse jornalista o Lula virou santo e todos os outros não prestam,0.0
1583086102642307077,"@user A verdade de vcs né gasela saltitante, o lula é ex condenado, ex presidiário, essa é a verdade.",-1.0
1584923424408932355,"as fotos do chen com uma vibe sertão, sabe o que significa?? viva o nordeste, lula presidente",1.0
1582904438020509696,"@user @user @user @user Ah sim, lula esse bandido foi condenado em 3 instancias, vamos fazer o seguinte, elimina o TRF4 e oSTJ e deixa esse jornalista imbecil decidir tudo. Esse mesmo jornalista que xingava o lula até o Aécio se estrepar",-1.0
1585990055587647488,"Rpz, uma parte dessa galera de rede social que vota no Lula, precisa se enquadrar e parar de ser igualar aos Bolsonaristas, povo insuportável da poha mano",-1.0
1583047491985215489,"@user Chamar Lula de corrupto, que apoia ditador que fecha igrejas; afirmar que Lula é a favor da pauta LGBTQIA e do aborto está proibido!
Então é censura, seu babaca!
CENSURA, SEU BABACA!",-1.0
1582412897426497537,"@user @user Burro pode até ser, agora ingênuo em apoiar um ex presidiário não sou",-1.0
1577265424088997891,@user Teu candidato é um falso cristão envolvido com maçonaria. E é melhor vc ja ir aceitando que 2° Turno é lula e que esse Bolsonaro é um véio do capeta além de mentiroso é satânico e engana troxa! https://t.co/nLlLBT1zIs,-1.0
1584709923354529793,"@user Pqp! Lá vem o vascaíno chorão escrever fake News!! Ei! Cabeca de vento, lula.mandou DEPORTAR um jornalista que chamou ele de cachaceiro!! Cabeca de vento!!",-1.0
1583872307977916417,"@user Essa @user não me representa mais, o tanto que chamou o Lula de Ladrão e agora está apoiando ele ?? Isso pra mim é falta de caráter .",-1.0
1582737966874918912,"Os dois lados da eleição tem falas assim.
Acho bizarro como falam coisas que não condiz em nada com a realidade.
Só pra fã clubes comprar a ideia.

Como sei que NADA muda, seja Lula ou Bolsonaro, só quero que a merda de eleição passe logo.
Pra mim são dois bostas iludindo otários",-1.0
1582312125485064193,"@user @user @user O teu sonho era ela apoiando o mito, mas como ela não fez isso tem inventar história de quem votou nela não votaria no Lula. O desespero tá grande.",0.0
1576702863396704256,"Os grãos de percentagens de Bozo estão sendo bicados pela rapina Lula.

Um segundo turno se avizinha para que o golpe não seja tão escancarado.",-1.0
1584836945381068803,"Tô pensando aqui que faltam apenas 5 dias pro Lulinha da Silva ganhar as eleições. eu desejo que acabe logo esse pesadelo, pq não suporto mais ver aquele incrédulo falar tanta merda e mentira todo dia. O melhor desses 4 anos de retrocesso+",1.0
1579448107875864577,"@user @user Não precisamos disso, amigo!
Você tem inteligência suficiente para saber o que é fake ou não.
Só a verdade já é horrível o suficiente; é nela que temos de focar. 
Partir pra cima, sim, mas sem sujar a campanha do @user.",0.0
1581607918733971458,@user Lula querendo da um beijo na boca de uma criança na frente de todos tem vídeo pra prova pós vc são a mesma narrativa mentirosas. Bolsonaro simples mente estava falando que as crianças estavam se prostituindo pra ganhar dinheiro só vcs não ver isso né,0.0
1580651903951966208,"Copie e cole. Sou petista, Lulista, Dilmista, fui contra o golpe, e voto no Lula desde de sempre... Quem for votar no Lula, me segue que eu sigo de volta! Esquerda segue Esquerda... @user",0.0
1584376773726261249,"@user Eu desejo que você no debate da globo esfole o genocida com perguntas desconcertantes sobre ele sobre a pandemia, sobre a corrupção da família dele, chega desse papinho de “maior projeto de inclusão social da história desse país “",-1.0
1585297998808252416,VOTO EM LULA PORQUE quero que o Brasil volte a ser bem visto pelo mundo e não pária como foi nos ultimos anos https://t.co/yBHXpDN1hi,0.0
1585706569274167311,@user vc que vai chorar domingo meu amor kkkkk a mamata vai acabar e o papo lula vai voltar,0.0
1584681594736246784,@user @user MENTIRA! Eu canto lula lá brilha uma estrela,1.0
1582019298658131968,@user @user Mais um papagaio de pirata do Luladrao. https://t.co/9hcVvtEaJF,-1.0
1576641097019043840,"@user @user O mito foi por indisciplina no exército, já o luladrão, por petrolao, mensalão, desvios, sítio em Atibaia, triplex.. e muitas outras coisas 🤷🏽‍♂️",-1.0
1583789221659439105,@user Obá é BH na Ribeirão das Neves. Gente ❤️ Vamos continuar e apoiar o senhor presidente Lula. Tamo junto.,1.0
1579824844136681473,@user @user Esses imberbes... São manipulados pelo Bozo e atacam Lula! 🤦🏻‍♂️🤣,-1.0
1586216379770077184,@user @user @user É muito gado mesmo 😂😂😂 lula janto e almoço,-1.0
1584539138648596480,"Eu quero abraçar esse homem
Pela calma, coerência, boa dicção e etc
Eu ia ficar puta com esse imbecil, mandar se fuder, gaguejar e virar as costas https://t.co/kgkyE7pk6H",-1.0
1580629275190775808,@user @user Pois é.. Era promessa da campanha passada (assim como corrigir a tabela do IR e diversas outras coisas).. Isso da redução da maioridade já está em discussão faz tempo.. Não dá pra acreditar,0.0
1576548316015628288,@user @user Não que o Lula seja perfeito mas ter a opção de atenuar e melhorar a merda que está por uma que nem seja um pouco melhor... Sim espero que ele ganhe,0.0
1579460135935971329,"@user @user Odioso e Raivoso,o Patife Lula Ladrão Esculhamba Paulistas,Cristãos,Ameaça Policiais,FFAA,o Governador Zema,e os Mineiros,Estimula Invadir Casas na Cidade,Propriedades Rurais,Regular os Meios d Comunicação,Censurar as Mídias e Internet,Queimar Pneus e Ônibus pela sua Militância.",-1.0
1584228655634403329,"@user Lula, lá, ladrão, pilantragem. A governadora das estradas esburacadas,sem obras, sem saúde e caos na cidade sem água.",-1.0
1577686085404180480,"VERGONHA NACIONAL!
O Bozo que confessadamente acabou com a Lava-Jato, neste 04/10 também passou a mão na bunda do Moro. Não há mais dúvidas de que o Lula jamais mentiu sobre o golpe político sofrido, orquestrado pela extrema direita. Pra Fossa Brasil!
https://t.co/58UXnD1QL3",-1.0
1581064865732784128,@user Pagaram quanto pelo público mixuruca? Kkkkkkk faz o L de ladrao.,0.0
1584664045696692224,"🚨IPEC: A seis dias das eleições, Lula tem 54% e Bolsonaro 46% nos votos válidos https://t.co/mHZrMRhv6q",0.0
1576527411889332230,@user @user Você acredita que o ladrão miliciano e incompetente é solução... 🤷🏻‍♂️,-1.0
1576725078343307264,"tá chamando o lula de ladrão porém apoia o racista do bolsonaro, vê se pode uma coisa dessa",0.0
1583465565372698625,"@user @user @user @user Vc acha mesmo que o Paulo Guedes tem qq objetivo de aumentar o salário dos pobres? ELE NÃO AUMENTOU O SALÁRIO MÍNIMO ACIMA DA INFLAÇÃO 1 VEZ SEQUER NOS ÚLTIMOS 4 ANOS.

E quando ele disse q pobre não deve viajar pro exterior?

CHEGA

BOLSONARO NÃO MEXA NO MEU SALÁRIO

É LULA 2022",0.0
1581848119649931264,"@user eu nem gosto do lula e me sairia melhor nesse debate, pelo amor de deus, ele levantou muita bola que dava pra ter rebatido feio pra ele",0.0
1582714494794358784,"@user Lula quer que o trabalhador tenha remuneração justa e seguridade social. Esse tipo de lei é discutida com os trabalhadores para encontrar a melhor forma de fazer, porque a ideia é melhorar pro trabalhador. A lei das empregadas domésticas melhorou a vida delas.",0.0
1577284861244497920,"@user 90,00 com a corrupção de LULA e 600,00 sem corrupção de Bolsonaro.. ou seja a 10,00 arrecadado, 8,00 o LULA roubava do povo",0.0
1581821047229206528,"O que importa nesses debates são os recortes para as redes sociais.
Tipo isso aqui. Bolsonaro chamando os pobres de bandidos:

 https://t.co/YwjcBgQS9Z",0.0
1579977956671500288,"@user Quem tem um legado como Lula tem não precisa de baixarias como fake news e homofobia recreativa. 
 
Além do mais se for para atacar temos materiais verídicos e realmente sérios como o atraso das vacinas e o presidente imitando gente morrendo de COVID.",0.0
1581952956697522176,"@user Mds Reinaldo, ainda com essa bobagem de ""sem provas""? Moro condenou, e outro COLEGIADO DE JUIZES confirmou, porteriomente, por outro COLEGIADO, a sentenca foi aumentada. Lula soh nao te preso por questao tecnica, ridicula, de competencia, nao pq nao teve provas",-1.0
1586173087829356545,"@user LULA! LULA! LULA!
BOLSONARO MENTIU 
BOLSONARO MENTIU 
BOLSONARO MENTIU 
BOLSONARO MENTIU 
BOLSONARO MENTIU",-1.0
1582730828408246274,"O jornalismo econômico está quietinho, mas dia 31 de Outubro estoura a bomba que bosonaro armou para tentar se eleger, se está tirando dinheiro de onde não tem para comprar votos, o PIB de agosto já foi um sinal do que nos espera neste restinho de seu mandato.",0.0
1577527535541297152,"@user Posso até votar no Lula, a cada dia que passa eu me convenço no nulo graças aos militontos petistas, agora fazer campanha pro Lula, trocar a foto, usar filtro e essas porra. NUNCA. Meu voto pode ser no máximo contra o Bolsonaro que infelizmente terá que ser no Lula, a ver",-1.0
1582841599977213952,"Lula é ladrão sim, é ex presidiário sim, é chefe de quadrilha sim, só não vê quem não quer, pois está explícito. 
Não aplaudiam a censura, amanhã é você que pode sofrer",-1.0
1576732411789922305,A fila que se formou em Midtown Manhattan no início desta tarde ocupava todo o quarteirão. Quem saía do local de votação se deparava com uma rua dividida - eleitores de Jair Bolsonaro ocupavam o lado direito da avenida https://t.co/armkTEW3Cg,0.0
1577654327967195136,"@user Kkkk depois de esculachar com o LULA durante todo o 1° turno, agora são amigos.",1.0
1586182717192171520,"Lula precisa condensar essas frases, para não perder muito tempo. Não pode deixar brechas para o coiso.",0.0
1579836123169579009,"@user Obrigado, companheiro! A nossa missão agora é eleger o nosso Presidente Lula. A luta continua!✊🏽🚩",1.0
1583383610631270402,"@user @user Lula presidente 2023, sou de SP e também faço parte dos 54% que votou no Lula e votarei de novo dia 30. Isso o Sr gado, não pode mudar,"" aceita e vai chorar no seu travesseiro.",1.0
1577806342361956352,"@user @user @user É só eu que tô gostando da nova esquerda e o novo Lula?? kkkk é cristão, não vai liberar as drogas, nem o aborto, daqui a pouco será contra a intervenção do estado na economia kkkkkk só trouxa pra não notar a estratégia para angariar votos dos cristãos kkkkk",-1.0
1577686576003440640,@user Hahaha não tem. O menos pior é Lula. Deus me livre de ser comparada com o Bozo.,-1.0
1580895992274391040,"O Lula defende um “assaltozinho”… gente, não é possível! Por isso que rouba o país na cara dura e com tranquilidade. Sua base moral já está totalmente deturpada. A gente trabalha pra conquistar, ô maluco! Tem gente que morre num “assaltozinho” 😒",-1.0
